context,conversation_turn,score
"Facet: Risktaking; Definition: Risktaking refers to the willingness to engage in behaviors that have uncertain outcomes, where potential gains are accompanied by potential losses or negative consequences.; Rubric: 1: Averse | 2: Cautious | 3: Balanced | 4: Adventurous | 5: Daring","I usually stick to the safest option, even if it means missing out on bigger opportunities.",1
"Facet: Liberalism; Definition: Liberalism, in a behavioral context, refers to a cognitive and attitudinal predisposition characterized by an openness to experience and change, a preference for social equality and individual rights, and a tendency to favor government intervention to address social and economic problems. It often involves a progressive outlook, valuing reform, empathy, and challenging traditional hierarchies.; Rubric: 1: Traditionalist | 2: Cautious Reform | 3: Centrist Pragmatist | 4: Progressive Leaning | 5: Strong Reformer","I believe society needs to evolve, and we should actively work towards more inclusive policies and addressing systemic inequalities to make things fairer.",4
"Facet: Liberalism; Definition: Liberalism, in a behavioral context, refers to a cognitive and attitudinal predisposition characterized by an openness to experience and change, a preference for social equality and individual rights, and a tendency to favor government intervention to address social and economic problems. It often involves a progressive outlook, valuing reform, empathy, and challenging traditional hierarchies.; Rubric: 1: Traditionalist | 2: Cautious Reform | 3: Centrist Pragmatist | 4: Progressive Leaning | 5: Strong Reformer","We absolutely need fundamental changes to our systems to achieve true social justice and protect individual rights, even if it means challenging long-held traditions head-on.",5
"Facet: Inversion comfort level; Definition: Inversion comfort level refers to an individual's psychological ease and willingness to consider the opposite of a given idea, assumption, or problem statement. It reflects their propensity to challenge conventional thinking by reversing perspectives, exploring negative space, or asking 'what if the opposite were true?' as a method for problem-solving, innovation, or deeper understanding.; Rubric: 1: Rigidly conventional | 2: Cautiously conventional | 3: Openly explorative | 4: Proactively challenging | 5: Instinctively inverted","I just don't see the point in thinking about it backwards; the current way works fine, and that's how we've always done it.",1
"Facet: Inversion comfort level; Definition: Inversion comfort level refers to an individual's psychological ease and willingness to consider the opposite of a given idea, assumption, or problem statement. It reflects their propensity to challenge conventional thinking by reversing perspectives, exploring negative space, or asking 'what if the opposite were true?' as a method for problem-solving, innovation, or deeper understanding.; Rubric: 1: Rigidly conventional | 2: Cautiously conventional | 3: Openly explorative | 4: Proactively challenging | 5: Instinctively inverted","I guess we could try looking at it from the opposite angle, but I'm not entirely convinced it will yield anything useful.",2
"Facet: Inversion comfort level; Definition: Inversion comfort level refers to an individual's psychological ease and willingness to consider the opposite of a given idea, assumption, or problem statement. It reflects their propensity to challenge conventional thinking by reversing perspectives, exploring negative space, or asking 'what if the opposite were true?' as a method for problem-solving, innovation, or deeper understanding.; Rubric: 1: Rigidly conventional | 2: Cautiously conventional | 3: Openly explorative | 4: Proactively challenging | 5: Instinctively inverted","Let's take a moment to explore what would happen if we tried the complete opposite approach for a bit, just to see if it sparks any new ideas.",3
"Facet: Inversion comfort level; Definition: Inversion comfort level refers to an individual's psychological ease and willingness to consider the opposite of a given idea, assumption, or problem statement. It reflects their propensity to challenge conventional thinking by reversing perspectives, exploring negative space, or asking 'what if the opposite were true?' as a method for problem-solving, innovation, or deeper understanding.; Rubric: 1: Rigidly conventional | 2: Cautiously conventional | 3: Openly explorative | 4: Proactively challenging | 5: Instinctively inverted","Before we commit, have we considered what would happen if we inverted our core assumption here? That might reveal new risks or opportunities we haven't seen.",4
"Facet: Inversion comfort level; Definition: Inversion comfort level refers to an individual's psychological ease and willingness to consider the opposite of a given idea, assumption, or problem statement. It reflects their propensity to challenge conventional thinking by reversing perspectives, exploring negative space, or asking 'what if the opposite were true?' as a method for problem-solving, innovation, or deeper understanding.; Rubric: 1: Rigidly conventional | 2: Cautiously conventional | 3: Openly explorative | 4: Proactively challenging | 5: Instinctively inverted","Whenever I'm stuck on a problem, my first thought is usually to flip it on its head and see what insights emerge from considering the inverse.",5
"Facet: Affection; Definition: Affection is the behavioral expression of fondness, care, or love towards another person, animal, or object. It often involves warmth, tenderness, and a desire for closeness, typically manifested through verbal affirmations, physical touch, or thoughtful gestures.; Rubric: 1: Reserved | 2: Subtle | 3: Moderate | 4: Open | 5: Effusive","He rarely shows any outward signs of affection, preferring to keep his feelings to himself.",1
"Facet: Affection; Definition: Affection is the behavioral expression of fondness, care, or love towards another person, animal, or object. It often involves warmth, tenderness, and a desire for closeness, typically manifested through verbal affirmations, physical touch, or thoughtful gestures.; Rubric: 1: Reserved | 2: Subtle | 3: Moderate | 4: Open | 5: Effusive","She's not big on public displays, but sometimes she'll give a quick, gentle pat on the arm.",2
"Facet: Affection; Definition: Affection is the behavioral expression of fondness, care, or love towards another person, animal, or object. It often involves warmth, tenderness, and a desire for closeness, typically manifested through verbal affirmations, physical touch, or thoughtful gestures.; Rubric: 1: Reserved | 2: Subtle | 3: Moderate | 4: Open | 5: Effusive","He's pretty affectionate with his close family and friends, especially when he's comfortable.",3
"Facet: Affection; Definition: Affection is the behavioral expression of fondness, care, or love towards another person, animal, or object. It often involves warmth, tenderness, and a desire for closeness, typically manifested through verbal affirmations, physical touch, or thoughtful gestures.; Rubric: 1: Reserved | 2: Subtle | 3: Moderate | 4: Open | 5: Effusive","She's always quick with a hug or a kind word, making sure everyone feels appreciated.",4
"Facet: Affection; Definition: Affection is the behavioral expression of fondness, care, or love towards another person, animal, or object. It often involves warmth, tenderness, and a desire for closeness, typically manifested through verbal affirmations, physical touch, or thoughtful gestures.; Rubric: 1: Reserved | 2: Subtle | 3: Moderate | 4: Open | 5: Effusive","He's incredibly demonstrative, constantly expressing his love with big hugs, kisses, and heartfelt compliments.",5
"Facet: Numeric Filing Skills; Definition: Numeric filing skills refer to the ability to accurately and efficiently organize, store, and retrieve information (e.g., documents, data, items) based on numerical sequences, ascending or descending order, or other numerical classification systems.; Rubric: 1: Disorganized | 2: Basic | 3: Competent | 4: Proficient | 5: Expert","Honestly, trying to find that invoice in our numeric system is a nightmare; I just shove everything in a pile and hope for the best.",1
"Facet: Numeric Filing Skills; Definition: Numeric filing skills refer to the ability to accurately and efficiently organize, store, and retrieve information (e.g., documents, data, items) based on numerical sequences, ascending or descending order, or other numerical classification systems.; Rubric: 1: Disorganized | 2: Basic | 3: Competent | 4: Proficient | 5: Expert","I can usually file things by number, but it takes me a while, and I often have to recheck the order to make sure I haven't mixed anything up.",2
"Facet: Numeric Filing Skills; Definition: Numeric filing skills refer to the ability to accurately and efficiently organize, store, and retrieve information (e.g., documents, data, items) based on numerical sequences, ascending or descending order, or other numerical classification systems.; Rubric: 1: Disorganized | 2: Basic | 3: Competent | 4: Proficient | 5: Expert",I'm pretty good at numeric filing; I can usually get through a stack of documents fairly quickly and rarely make mistakes.,3
"Facet: Numeric Filing Skills; Definition: Numeric filing skills refer to the ability to accurately and efficiently organize, store, and retrieve information (e.g., documents, data, items) based on numerical sequences, ascending or descending order, or other numerical classification systems.; Rubric: 1: Disorganized | 2: Basic | 3: Competent | 4: Proficient | 5: Expert","I can quickly and accurately file thousands of records by their numerical ID, often catching errors in the original numbering sequence as I go.",4
"Facet: Numeric Filing Skills; Definition: Numeric filing skills refer to the ability to accurately and efficiently organize, store, and retrieve information (e.g., documents, data, items) based on numerical sequences, ascending or descending order, or other numerical classification systems.; Rubric: 1: Disorganized | 2: Basic | 3: Competent | 4: Proficient | 5: Expert","My numeric filing system is so robust that I not only maintain perfect order but also designed the entire departmental indexing structure, significantly improving retrieval times for everyone.",5
"Facet: Martyrdom; Definition: Martyrdom, in a behavioral context, is a pattern of self-sacrifice, suffering, or perceived suffering, often undertaken for a cause, group, or to elicit a specific emotional response (e.g., guilt, pity, admiration) from others. It can range from genuine altruism to a more manipulative or self-aggrandizing display of suffering as a core part of one's identity.; Rubric: 1: Self-prioritizing | 2: Situational help | 3: Moderate sacrifice | 4: Frequent self-neglect | 5: Extreme suffering-identity","I always make sure to take care of my own needs first, as I know I can't help others effectively if I'm depleted.",1
"Facet: Martyrdom; Definition: Martyrdom, in a behavioral context, is a pattern of self-sacrifice, suffering, or perceived suffering, often undertaken for a cause, group, or to elicit a specific emotional response (e.g., guilt, pity, admiration) from others. It can range from genuine altruism to a more manipulative or self-aggrandizing display of suffering as a core part of one's identity.; Rubric: 1: Self-prioritizing | 2: Situational help | 3: Moderate sacrifice | 4: Frequent self-neglect | 5: Extreme suffering-identity","I'll definitely go out of my way to help a friend if they're in a tough spot, even if it means rearranging my plans a bit.",2
"Facet: Martyrdom; Definition: Martyrdom, in a behavioral context, is a pattern of self-sacrifice, suffering, or perceived suffering, often undertaken for a cause, group, or to elicit a specific emotional response (e.g., guilt, pity, admiration) from others. It can range from genuine altruism to a more manipulative or self-aggrandizing display of suffering as a core part of one's identity.; Rubric: 1: Self-prioritizing | 2: Situational help | 3: Moderate sacrifice | 4: Frequent self-neglect | 5: Extreme suffering-identity","I often find myself taking on extra tasks at work or home, even when it means I have less time for myself, but I don't usually complain.",3
"Facet: Martyrdom; Definition: Martyrdom, in a behavioral context, is a pattern of self-sacrifice, suffering, or perceived suffering, often undertaken for a cause, group, or to elicit a specific emotional response (e.g., guilt, pity, admiration) from others. It can range from genuine altruism to a more manipulative or self-aggrandizing display of suffering as a core part of one's identity.; Rubric: 1: Self-prioritizing | 2: Situational help | 3: Moderate sacrifice | 4: Frequent self-neglect | 5: Extreme suffering-identity","It feels like I'm constantly putting everyone else's needs before my own, always the one making sacrifices for the good of the group.",4
"Facet: Martyrdom; Definition: Martyrdom, in a behavioral context, is a pattern of self-sacrifice, suffering, or perceived suffering, often undertaken for a cause, group, or to elicit a specific emotional response (e.g., guilt, pity, admiration) from others. It can range from genuine altruism to a more manipulative or self-aggrandizing display of suffering as a core part of one's identity.; Rubric: 1: Self-prioritizing | 2: Situational help | 3: Moderate sacrifice | 4: Frequent self-neglect | 5: Extreme suffering-identity","My life is just one long act of sacrifice for others; I've given up everything, and honestly, no one truly appreciates the depth of my suffering.",5
"Facet: Parathyroid-hormone level; Definition: Parathyroid-hormone (PTH) level refers to the concentration of parathyroid hormone in the blood. PTH is a crucial hormone produced by the parathyroid glands that plays a primary role in regulating the balance of calcium and phosphate in the body, primarily by acting on bones, kidneys, and indirectly on the intestines via Vitamin D activation.; Rubric: 1: Critically Low | 2: Below Normal | 3: Healthy Range | 4: Elevated | 5: Dangerously High","The doctor said my PTH levels were critically low, which explains why I've been feeling so weak and tingly.",1
"Facet: Parathyroid-hormone level; Definition: Parathyroid-hormone (PTH) level refers to the concentration of parathyroid hormone in the blood. PTH is a crucial hormone produced by the parathyroid glands that plays a primary role in regulating the balance of calcium and phosphate in the body, primarily by acting on bones, kidneys, and indirectly on the intestines via Vitamin D activation.; Rubric: 1: Critically Low | 2: Below Normal | 3: Healthy Range | 4: Elevated | 5: Dangerously High","My recent blood test showed my parathyroid hormone was a bit below normal, so we're keeping an eye on my calcium.",2
"Facet: Parathyroid-hormone level; Definition: Parathyroid-hormone (PTH) level refers to the concentration of parathyroid hormone in the blood. PTH is a crucial hormone produced by the parathyroid glands that plays a primary role in regulating the balance of calcium and phosphate in the body, primarily by acting on bones, kidneys, and indirectly on the intestines via Vitamin D activation.; Rubric: 1: Critically Low | 2: Below Normal | 3: Healthy Range | 4: Elevated | 5: Dangerously High",I'm relieved to hear my PTH levels are right in the healthy range; everything seems to be in balance.,3
"Facet: Parathyroid-hormone level; Definition: Parathyroid-hormone (PTH) level refers to the concentration of parathyroid hormone in the blood. PTH is a crucial hormone produced by the parathyroid glands that plays a primary role in regulating the balance of calcium and phosphate in the body, primarily by acting on bones, kidneys, and indirectly on the intestines via Vitamin D activation.; Rubric: 1: Critically Low | 2: Below Normal | 3: Healthy Range | 4: Elevated | 5: Dangerously High","They found my parathyroid hormone was elevated, and now we need to figure out why my calcium is also high.",4
"Facet: Parathyroid-hormone level; Definition: Parathyroid-hormone (PTH) level refers to the concentration of parathyroid hormone in the blood. PTH is a crucial hormone produced by the parathyroid glands that plays a primary role in regulating the balance of calcium and phosphate in the body, primarily by acting on bones, kidneys, and indirectly on the intestines via Vitamin D activation.; Rubric: 1: Critically Low | 2: Below Normal | 3: Healthy Range | 4: Elevated | 5: Dangerously High","The endocrinologist was concerned because my PTH levels were dangerously high, indicating a serious issue with my parathyroid glands.",5
"Facet: Seeking approval; Definition: Seeking approval is the behavioral tendency to actively solicit positive feedback, validation, or acceptance from others, often driven by a desire to feel good about oneself, to fit in, or to avoid criticism and rejection.; Rubric: 1: Independent | 2: Self-assured | 3: Values feedback | 4: Seeks validation | 5: Dependent on praise",I've made up my mind about the project direction; I'm confident it's the right path.,1
"Facet: Seeking approval; Definition: Seeking approval is the behavioral tendency to actively solicit positive feedback, validation, or acceptance from others, often driven by a desire to feel good about oneself, to fit in, or to avoid criticism and rejection.; Rubric: 1: Independent | 2: Self-assured | 3: Values feedback | 4: Seeks validation | 5: Dependent on praise","I think this presentation is solid, but I'm always open to minor suggestions if you have any.",2
"Facet: Seeking approval; Definition: Seeking approval is the behavioral tendency to actively solicit positive feedback, validation, or acceptance from others, often driven by a desire to feel good about oneself, to fit in, or to avoid criticism and rejection.; Rubric: 1: Independent | 2: Self-assured | 3: Values feedback | 4: Seeks validation | 5: Dependent on praise",What do you think of this idea? I'd appreciate your honest thoughts before I finalize it.,3
"Facet: Seeking approval; Definition: Seeking approval is the behavioral tendency to actively solicit positive feedback, validation, or acceptance from others, often driven by a desire to feel good about oneself, to fit in, or to avoid criticism and rejection.; Rubric: 1: Independent | 2: Self-assured | 3: Values feedback | 4: Seeks validation | 5: Dependent on praise",Does this outfit look okay on me? I really want to make a good impression today.,4
"Facet: Seeking approval; Definition: Seeking approval is the behavioral tendency to actively solicit positive feedback, validation, or acceptance from others, often driven by a desire to feel good about oneself, to fit in, or to avoid criticism and rejection.; Rubric: 1: Independent | 2: Self-assured | 3: Values feedback | 4: Seeks validation | 5: Dependent on praise",Did you like my contribution to the team meeting? I really hope I didn't disappoint anyone and that they thought I did well.,5
"Facet: Judging (J); Definition: Judging (J) refers to a preference for a planned, orderly, and decided approach to life, often characterized by a desire for closure, organization, and a structured environment. Individuals with a strong Judging preference tend to make decisions quickly, stick to schedules, and prefer to have things settled.; Rubric: 1: Spontaneous | 2: Adaptable | 3: Balanced | 4: Organized | 5: Decisive",I really don't like making plans too far in advance; I prefer to see how I feel on the day and just go with the flow.,1
"Facet: Judging (J); Definition: Judging (J) refers to a preference for a planned, orderly, and decided approach to life, often characterized by a desire for closure, organization, and a structured environment. Individuals with a strong Judging preference tend to make decisions quickly, stick to schedules, and prefer to have things settled.; Rubric: 1: Spontaneous | 2: Adaptable | 3: Balanced | 4: Organized | 5: Decisive","While I appreciate having a general idea of what's happening, I'm perfectly fine if plans change at the last minute.",2
"Facet: Judging (J); Definition: Judging (J) refers to a preference for a planned, orderly, and decided approach to life, often characterized by a desire for closure, organization, and a structured environment. Individuals with a strong Judging preference tend to make decisions quickly, stick to schedules, and prefer to have things settled.; Rubric: 1: Spontaneous | 2: Adaptable | 3: Balanced | 4: Organized | 5: Decisive","I usually like to have a schedule for big projects, but I can adapt pretty well if unexpected things come up.",3
"Facet: Judging (J); Definition: Judging (J) refers to a preference for a planned, orderly, and decided approach to life, often characterized by a desire for closure, organization, and a structured environment. Individuals with a strong Judging preference tend to make decisions quickly, stick to schedules, and prefer to have things settled.; Rubric: 1: Spontaneous | 2: Adaptable | 3: Balanced | 4: Organized | 5: Decisive",I feel much more comfortable when I have a clear plan for the week and know exactly what needs to be done.,4
"Facet: Judging (J); Definition: Judging (J) refers to a preference for a planned, orderly, and decided approach to life, often characterized by a desire for closure, organization, and a structured environment. Individuals with a strong Judging preference tend to make decisions quickly, stick to schedules, and prefer to have things settled.; Rubric: 1: Spontaneous | 2: Adaptable | 3: Balanced | 4: Organized | 5: Decisive",I always make detailed itineraries for trips and stick to them; I get stressed if things aren't decided and on schedule.,5
"Facet: Big Five facet Openness – Artistic Interests; Definition: Openness – Artistic Interests is a facet of Openness to Experience, reflecting an appreciation for beauty, art, and creative expression. It encompasses a strong aesthetic sense, a tendency to be drawn to various forms of art (visual arts, music, literature, performing arts), and finding deep meaning or pleasure in artistic endeavors.; Rubric: 1: Uninterested | 2: Mildly Curious | 3: Appreciative | 4: Engaged | 5: Passionate","Honestly, I don't really get abstract art; I'd much rather watch a game or read something factual.",1
"Facet: Big Five facet Openness – Artistic Interests; Definition: Openness – Artistic Interests is a facet of Openness to Experience, reflecting an appreciation for beauty, art, and creative expression. It encompasses a strong aesthetic sense, a tendency to be drawn to various forms of art (visual arts, music, literature, performing arts), and finding deep meaning or pleasure in artistic endeavors.; Rubric: 1: Uninterested | 2: Mildly Curious | 3: Appreciative | 4: Engaged | 5: Passionate","Sometimes I'll listen to classical music if it's on, but I don't actively seek it out or go to many concerts.",2
"Facet: Big Five facet Openness – Artistic Interests; Definition: Openness – Artistic Interests is a facet of Openness to Experience, reflecting an appreciation for beauty, art, and creative expression. It encompasses a strong aesthetic sense, a tendency to be drawn to various forms of art (visual arts, music, literature, performing arts), and finding deep meaning or pleasure in artistic endeavors.; Rubric: 1: Uninterested | 2: Mildly Curious | 3: Appreciative | 4: Engaged | 5: Passionate","I enjoy visiting art museums occasionally and appreciate a good play, though I'm not an expert by any means.",3
"Facet: Big Five facet Openness – Artistic Interests; Definition: Openness – Artistic Interests is a facet of Openness to Experience, reflecting an appreciation for beauty, art, and creative expression. It encompasses a strong aesthetic sense, a tendency to be drawn to various forms of art (visual arts, music, literature, performing arts), and finding deep meaning or pleasure in artistic endeavors.; Rubric: 1: Uninterested | 2: Mildly Curious | 3: Appreciative | 4: Engaged | 5: Passionate","I love exploring new music genres, and I'm always looking for interesting local art shows or indie film festivals to attend.",4
"Facet: Big Five facet Openness – Artistic Interests; Definition: Openness – Artistic Interests is a facet of Openness to Experience, reflecting an appreciation for beauty, art, and creative expression. It encompasses a strong aesthetic sense, a tendency to be drawn to various forms of art (visual arts, music, literature, performing arts), and finding deep meaning or pleasure in artistic endeavors.; Rubric: 1: Uninterested | 2: Mildly Curious | 3: Appreciative | 4: Engaged | 5: Passionate","I spend most of my weekends either painting, writing poetry, or attending live performances; art is truly my lifeblood and how I understand the world.",5
"Facet: Psychological construct: Operant-Learning rate; Definition: Operant-learning rate refers to the speed and efficiency with which an individual modifies their voluntary behaviors based on the consequences (reinforcement or punishment) that follow them. It reflects how quickly an organism forms associations between their actions and subsequent outcomes, leading to an increase or decrease in the likelihood of those actions recurring.; Rubric: 1: Very Slow | 2: Slow | 3: Moderate | 4: Fast | 5: Very Fast","It took him an incredibly long time to figure out that if he cleaned his room, he'd get to play video games; he just never seemed to connect the two actions and consequences.",1
"Facet: Psychological construct: Operant-Learning rate; Definition: Operant-learning rate refers to the speed and efficiency with which an individual modifies their voluntary behaviors based on the consequences (reinforcement or punishment) that follow them. It reflects how quickly an organism forms associations between their actions and subsequent outcomes, leading to an increase or decrease in the likelihood of those actions recurring.; Rubric: 1: Very Slow | 2: Slow | 3: Moderate | 4: Fast | 5: Very Fast","She eventually learned to stop interrupting, but it required a lot of consistent reminders and took a while for the new habit to firmly stick.",2
"Facet: Psychological construct: Operant-Learning rate; Definition: Operant-learning rate refers to the speed and efficiency with which an individual modifies their voluntary behaviors based on the consequences (reinforcement or punishment) that follow them. It reflects how quickly an organism forms associations between their actions and subsequent outcomes, leading to an increase or decrease in the likelihood of those actions recurring.; Rubric: 1: Very Slow | 2: Slow | 3: Moderate | 4: Fast | 5: Very Fast","After a few times of getting a treat for sitting on command, the dog generally understood what was expected when he heard the cue.",3
"Facet: Psychological construct: Operant-Learning rate; Definition: Operant-learning rate refers to the speed and efficiency with which an individual modifies their voluntary behaviors based on the consequences (reinforcement or punishment) that follow them. It reflects how quickly an organism forms associations between their actions and subsequent outcomes, leading to an increase or decrease in the likelihood of those actions recurring.; Rubric: 1: Very Slow | 2: Slow | 3: Moderate | 4: Fast | 5: Very Fast","He quickly realized that if he helped out with chores without being asked, his parents would be much more likely to say yes to his requests later.",4
"Facet: Psychological construct: Operant-Learning rate; Definition: Operant-learning rate refers to the speed and efficiency with which an individual modifies their voluntary behaviors based on the consequences (reinforcement or punishment) that follow them. It reflects how quickly an organism forms associations between their actions and subsequent outcomes, leading to an increase or decrease in the likelihood of those actions recurring.; Rubric: 1: Very Slow | 2: Slow | 3: Moderate | 4: Fast | 5: Very Fast","The moment she saw how much positive feedback she got for her new marketing strategy, she immediately started applying similar approaches to all her subsequent projects.",5
"Facet: Psychological construct: Need for Achievement level; Definition: Need for Achievement (n-Ach) is a psychological construct representing an individual's desire for significant accomplishment, mastery of skills, control, or high standards. It reflects a drive to excel, overcome challenges, and achieve success, often seeking out tasks that are moderately difficult and provide clear feedback.; Rubric: 1: Apathetic, avoids effort | 2: Indifferent, content with average | 3: Moderate, accepts challenge | 4: Ambitious, seeks mastery | 5: Driven, relentless pursuit","Honestly, I'm perfectly fine just getting by; I don't really see the point in pushing myself for extra work or recognition.",1
"Facet: Psychological construct: Need for Achievement level; Definition: Need for Achievement (n-Ach) is a psychological construct representing an individual's desire for significant accomplishment, mastery of skills, control, or high standards. It reflects a drive to excel, overcome challenges, and achieve success, often seeking out tasks that are moderately difficult and provide clear feedback.; Rubric: 1: Apathetic, avoids effort | 2: Indifferent, content with average | 3: Moderate, accepts challenge | 4: Ambitious, seeks mastery | 5: Driven, relentless pursuit","I'll do what's expected, but I'm not going to volunteer for anything difficult or take on more responsibility than absolutely necessary.",2
"Facet: Psychological construct: Need for Achievement level; Definition: Need for Achievement (n-Ach) is a psychological construct representing an individual's desire for significant accomplishment, mastery of skills, control, or high standards. It reflects a drive to excel, overcome challenges, and achieve success, often seeking out tasks that are moderately difficult and provide clear feedback.; Rubric: 1: Apathetic, avoids effort | 2: Indifferent, content with average | 3: Moderate, accepts challenge | 4: Ambitious, seeks mastery | 5: Driven, relentless pursuit","I like to do well and I'll put in effort for important tasks, especially if there's a clear goal, but I also know when to stop and not overdo it.",3
"Facet: Psychological construct: Need for Achievement level; Definition: Need for Achievement (n-Ach) is a psychological construct representing an individual's desire for significant accomplishment, mastery of skills, control, or high standards. It reflects a drive to excel, overcome challenges, and achieve success, often seeking out tasks that are moderately difficult and provide clear feedback.; Rubric: 1: Apathetic, avoids effort | 2: Indifferent, content with average | 3: Moderate, accepts challenge | 4: Ambitious, seeks mastery | 5: Driven, relentless pursuit",I'm always looking for new challenges and ways to improve; I thrive on overcoming tough obstacles and mastering new skills.,4
"Facet: Psychological construct: Need for Achievement level; Definition: Need for Achievement (n-Ach) is a psychological construct representing an individual's desire for significant accomplishment, mastery of skills, control, or high standards. It reflects a drive to excel, overcome challenges, and achieve success, often seeking out tasks that are moderately difficult and provide clear feedback.; Rubric: 1: Apathetic, avoids effort | 2: Indifferent, content with average | 3: Moderate, accepts challenge | 4: Ambitious, seeks mastery | 5: Driven, relentless pursuit","Failure isn't an option for me; I'm completely focused on reaching the top of my field and constantly setting higher, more ambitious goals for myself.",5
"Facet: Cantankerousness; Definition: Cantankerousness refers to a persistent and often unprovoked bad temper, characterized by a quarrelsome, irritable, and uncooperative disposition, frequently leading to arguments or resistance to suggestions.; Rubric: 1: Amiable, Cooperative | 2: Mildly Grumpy, Occasionally Resistant | 3: Often Irritable, Argumentative | 4: Frequently Quarrelsome, Obstinate | 5: Persistently Hostile, Belligerent","Even when things go wrong, she usually stays calm and tries to find a solution with everyone else.",1
"Facet: Cantankerousness; Definition: Cantankerousness refers to a persistent and often unprovoked bad temper, characterized by a quarrelsome, irritable, and uncooperative disposition, frequently leading to arguments or resistance to suggestions.; Rubric: 1: Amiable, Cooperative | 2: Mildly Grumpy, Occasionally Resistant | 3: Often Irritable, Argumentative | 4: Frequently Quarrelsome, Obstinate | 5: Persistently Hostile, Belligerent","He can be a bit grumpy in the mornings, but once he's had his coffee, he's usually fine to work with.",2
"Facet: Cantankerousness; Definition: Cantankerousness refers to a persistent and often unprovoked bad temper, characterized by a quarrelsome, irritable, and uncooperative disposition, frequently leading to arguments or resistance to suggestions.; Rubric: 1: Amiable, Cooperative | 2: Mildly Grumpy, Occasionally Resistant | 3: Often Irritable, Argumentative | 4: Frequently Quarrelsome, Obstinate | 5: Persistently Hostile, Belligerent","It seems like every time we propose a new idea, he's ready with a counter-argument and a generally sour expression.",3
"Facet: Cantankerousness; Definition: Cantankerousness refers to a persistent and often unprovoked bad temper, characterized by a quarrelsome, irritable, and uncooperative disposition, frequently leading to arguments or resistance to suggestions.; Rubric: 1: Amiable, Cooperative | 2: Mildly Grumpy, Occasionally Resistant | 3: Often Irritable, Argumentative | 4: Frequently Quarrelsome, Obstinate | 5: Persistently Hostile, Belligerent",You can't suggest anything new around him without it turning into a big argument; he just digs his heels in on principle.,4
"Facet: Cantankerousness; Definition: Cantankerousness refers to a persistent and often unprovoked bad temper, characterized by a quarrelsome, irritable, and uncooperative disposition, frequently leading to arguments or resistance to suggestions.; Rubric: 1: Amiable, Cooperative | 2: Mildly Grumpy, Occasionally Resistant | 3: Often Irritable, Argumentative | 4: Frequently Quarrelsome, Obstinate | 5: Persistently Hostile, Belligerent",Trying to talk to him is like walking on eggshells; he's always looking for a fight and seems to enjoy making everyone else miserable.,5
"Facet: Material properties knowledge; Definition: The ability to understand and predict how different materials behave under various conditions (e.g., heat, pressure, impact, moisture, electrical conductivity) and to identify their inherent characteristics (e.g., hardness, flexibility, texture, density, durability). This knowledge allows individuals to make informed decisions about material selection, use, and manipulation in practical contexts.; Rubric: 1: Basic Awareness | 2: Limited Identification | 3: Functional Understanding | 4: Detailed Application | 5: Expert Prediction",That looks like wood.,1
"Facet: Material properties knowledge; Definition: The ability to understand and predict how different materials behave under various conditions (e.g., heat, pressure, impact, moisture, electrical conductivity) and to identify their inherent characteristics (e.g., hardness, flexibility, texture, density, durability). This knowledge allows individuals to make informed decisions about material selection, use, and manipulation in practical contexts.; Rubric: 1: Basic Awareness | 2: Limited Identification | 3: Functional Understanding | 4: Detailed Application | 5: Expert Prediction","This plastic cup feels light, so it probably won't hold hot coffee.",2
"Facet: Material properties knowledge; Definition: The ability to understand and predict how different materials behave under various conditions (e.g., heat, pressure, impact, moisture, electrical conductivity) and to identify their inherent characteristics (e.g., hardness, flexibility, texture, density, durability). This knowledge allows individuals to make informed decisions about material selection, use, and manipulation in practical contexts.; Rubric: 1: Basic Awareness | 2: Limited Identification | 3: Functional Understanding | 4: Detailed Application | 5: Expert Prediction","I need a metal pan for high heat, but I'll use a silicone spatula so it doesn't scratch the non-stick coating.",3
"Facet: Material properties knowledge; Definition: The ability to understand and predict how different materials behave under various conditions (e.g., heat, pressure, impact, moisture, electrical conductivity) and to identify their inherent characteristics (e.g., hardness, flexibility, texture, density, durability). This knowledge allows individuals to make informed decisions about material selection, use, and manipulation in practical contexts.; Rubric: 1: Basic Awareness | 2: Limited Identification | 3: Functional Understanding | 4: Detailed Application | 5: Expert Prediction","For this outdoor project, I'll use pressure-treated lumber because it resists rot and insects, and I'll use galvanized screws to prevent rust.",4
"Facet: Material properties knowledge; Definition: The ability to understand and predict how different materials behave under various conditions (e.g., heat, pressure, impact, moisture, electrical conductivity) and to identify their inherent characteristics (e.g., hardness, flexibility, texture, density, durability). This knowledge allows individuals to make informed decisions about material selection, use, and manipulation in practical contexts.; Rubric: 1: Basic Awareness | 2: Limited Identification | 3: Functional Understanding | 4: Detailed Application | 5: Expert Prediction","Given the tensile strength requirements and the need for thermal expansion stability in this aerospace component, a titanium alloy like Ti-6Al-4V would be ideal due to its high strength-to-weight ratio and excellent corrosion resistance at elevated temperatures, though manufacturing will require specialized tooling.",5
